S no,Brand,Model,Reference Number,Watch Name,Price,Year Of Production,Scope of delivery,Gender,Location,Source Url
3800,,,,Rolex Oyster Perpetual 36,,,,,,https://www.chrono24.fr/rolex/perpetual-oyster-36mm--id16420237.htm?SETLANG=en_GB&SETCURR=EUR
3801,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36,"6,500 €",Unknown," Original box, original papers", Men''s watch/Unisex,"Spain, MADRID",https://www.chrono24.fr/rolex/oyster-perpetual-36--id16535596.htm?SETLANG=en_GB&SETCURR=EUR
3802,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36,"6,450 €",2018," Original box, original papers", Men''s watch/Unisex,"Austria, Wels",https://www.chrono24.fr/rolex/oyster-perpetual-36--id16415121.htm?SETLANG=en_GB&SETCURR=EUR
3803,Rolex,Oyster Perpetual 36,116000, Rolex NEW Oyster Perpetual 36 with Easylink,"6,133 €",2019," Original box, original papers", Men''s watch/Unisex,"United States of America, Wisconsin, Madison",https://www.chrono24.fr/rolex/new-oyster-perpetual-36-with-easylink--id16389106.htm?SETLANG=en_GB&SETCURR=EUR
3804,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36,"5,981 €",2017," Original box, no original papers", Men''s watch/Unisex,"UAE, Dubai",https://www.chrono24.fr/rolex/oyster-perpetual-36--id15874958.htm?SETLANG=en_GB&SETCURR=EUR
3805,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36,"5,807 €",2015," Original box, original papers", Men''s watch/Unisex,"United Kingdom, Lancashire",https://www.chrono24.fr/rolex/oyster-perpetual-36--id14847049.htm?SETLANG=en_GB&SETCURR=EUR
3806,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual,"5,500 €",2018," Original box, original papers", Men''s watch/Unisex,"Portugal, 058",https://www.chrono24.fr/rolex/oyster-perpetual--id16524426.htm?SETLANG=en_GB&SETCURR=EUR
3807,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36,"5,400 €",2019," Original box, original papers", Men''s watch/Unisex,"Germany, rommerskirchen",https://www.chrono24.fr/rolex/oyster-perpetual-36--id16151803.htm?SETLANG=en_GB&SETCURR=EUR
3808,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36 almost,"5,502 €",Unknown," Original box, original papers", Men''s watch/Unisex,"United States of America, California, buena park",https://www.chrono24.fr/rolex/oyster-perpetual-36-almost--id16563224.htm?SETLANG=en_GB&SETCURR=EUR
3809,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36,"5,443 €",2020," Original box, original papers", Men''s watch/Unisex,"UAE, Dubai",https://www.chrono24.fr/rolex/oyster-perpetual-36--id15595335.htm?SETLANG=en_GB&SETCURR=EUR
3810,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36mm,"5,200 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"Portugal, Estoril",https://www.chrono24.fr/rolex/oyster-perpetual-36mm--id15165890.htm?SETLANG=en_GB&SETCURR=EUR
3811,Rolex,Oyster Perpetual 36,116000," Rolex Oyster Perpetual, Black Face","5,220 €",2020," Original box, original papers", Men''s watch/Unisex,"United Kingdom, Berkshire",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-black-face--id14841013.htm?SETLANG=en_GB&SETCURR=EUR
3812,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual,"4,950 €",Unknown," Original box, original papers", Men''s watch/Unisex,"Portugal, Sintra",https://www.chrono24.fr/rolex/oyster-perpetual--id16426641.htm?SETLANG=en_GB&SETCURR=EUR
3813,Rolex,Oyster Perpetual 36,116034, Rolex Oyster Perpetual 36mm 116034,"4,954 €",2008," No original box, no original papers", Men''s watch/Unisex,"United States of America, New York, Brooklyn",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-36mm-116034--id15684794.htm?SETLANG=en_GB&SETCURR=EUR
3814,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36,"4,822 €",2017," Original box, original papers", Men''s watch/Unisex,"United States of America, Florida, Miami",https://www.chrono24.fr/rolex/oyster-perpetual-36--id16481919.htm?SETLANG=en_GB&SETCURR=EUR
3815,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36 Mint Condition Blue Arabic Dial,"4,600 €",Unknown," Original box, original papers", Men''s watch/Unisex,"Finland, Helsinki",https://www.chrono24.fr/rolex/oyster-perpetual-36-mint-condition-blue-arabic-dial--id15637682.htm?SETLANG=en_GB&SETCURR=EUR
3816,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36,"4,690 €",2016," Original box, original papers", Men''s watch/Unisex,"United Kingdom, London",https://www.chrono24.fr/rolex/oyster-perpetual-36--id15810232.htm?SETLANG=en_GB&SETCURR=EUR
3817,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36,"4,559 €",2010," Original box, original papers", Men''s watch/Unisex,"United States of America, California, Ladson",https://www.chrono24.fr/rolex/oyster-perpetual-36--id14950041.htm?SETLANG=en_GB&SETCURR=EUR
3818,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36 with a red grape dial,"4,302 €",2017," No original box, no original papers", Men''s watch/Unisex,"Australia, Osborne park",https://www.chrono24.fr/rolex/oyster-perpetual-36with-a-red-grape-dial--id14966521.htm?SETLANG=en_GB&SETCURR=EUR
3819,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36,"4,384 €",2018," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, 11101",https://www.chrono24.fr/rolex/oyster-perpetual-36--id16307196.htm?SETLANG=en_GB&SETCURR=EUR
3820,Rolex,Oyster Perpetual 36,1018," Rolex Oyster Perpetual, Rare Ref. 1018, 36mm","3,595 €",1966," No original box, no original papers", Men''s watch/Unisex,"United States of America, Oregon, PORTLAND",https://www.chrono24.fr/rolex/oyster-perpetual-rare-ref-1018-36mm--id16372778.htm?SETLANG=en_GB&SETCURR=EUR
3821,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36 116000 Black DISCONTINUED Unworn 2020,"5,790 €",2020," Original box, original papers", Men''s watch/Unisex,"Sweden, Stockholm",https://www.chrono24.fr/rolex/rolex-rolex-oyster-perpetual-36-116000-black-dial-unworn-2020--id16326650.htm?SETLANG=en_GB&SETCURR=EUR
3822,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36mm White Dial 116000 Unworn 2019 DISCONTINUED,"7,010 €",2019," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-36mm-white-dial-116000-unworn-2019-discontinued--id15643916.htm?SETLANG=en_GB&SETCURR=EUR
3823,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 116000 Watch with Stainless Steel Bracelet and Stainless Steel Bezel,"4,559 €",Unknown," Original box, original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/oyster-perpetual-116000-watch-with-stainless-steel-bracelet-and-stainless-steel-bezel--id16559399.htm?SETLANG=en_GB&SETCURR=EUR
3824,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual - Limited Edition /35 Black Venom Dlc - Pvd,"9,785 €",2020," Original box, original papers",,"Italy, Riccione (RI)",https://www.chrono24.fr/rolex/oyster-perpetual---limited-edition-35-black-venom-dlc---pvd--id16146285.htm?SETLANG=en_GB&SETCURR=EUR
3825,Rolex,Oyster Perpetual 36,126000, Rolex 126000 Oyster Perpetual 36mm Bright Black Dial Domed Bezel Oyster Bracelet Stainless Steel,"6,168 €",Unknown," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-126000-oyster-perpetual-36mm-bright-black-dial-domed-bezel-oyster-bracelet-stainless-steel--id16518489.htm?SETLANG=en_GB&SETCURR=EUR
3826,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36 Ref. 116000 Zifferblatt Stahl,"5,620 €",2017," Original box, original papers", Men''s watch/Unisex,"Germany, Bietigheim-Bissingen",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-36-ref-116000-zifferblatt-stahl--id15763703.htm?SETLANG=en_GB&SETCURR=EUR
3827,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual Stahl Automatik Armband Oyster 36mm Bj.2020 Ref.116000 Box&amp;Pap. Full Set Ungetragen,"6,565 €",2020," Original box, original papers", Men''s watch/Unisex,"Germany, Stuttgart",https://www.chrono24.fr/rolex/oyster-perpetual-stahl-automatik-armband-oyster-36mm-bj2020-ref116000-boxpap-full-set-ungetragen--id16469357.htm?SETLANG=en_GB&SETCURR=EUR
3828,Rolex,Oyster Perpetual 36,116000, Rolex オイスターパーペチュアル 116000,"8,726 €",2008," Original box, original papers",,"Japan, Tokyo",https://www.chrono24.fr/rolex/---116000--id14034003.htm?SETLANG=en_GB&SETCURR=EUR
3829,Rolex,Oyster Perpetual 36,116000, Rolex 116000 (ランダム番) 【メンズ】,"4,970 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"Japan, 愛知県名古屋市",https://www.chrono24.fr/rolex/116000----id16578079.htm?SETLANG=en_GB&SETCURR=EUR
3830,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 116000 No-date 36mm Black And Orange Dial Diamond Watch,"7,451 €",Unknown," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/oyster-perpetual-116000-no-date-36mm-black-and-orange-dial-diamond-watch--id6062671.htm?SETLANG=en_GB&SETCURR=EUR
3831,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual,"4,700 €",2008," No original box, no original papers", Men''s watch/Unisex,"Italy, Roma",https://www.chrono24.fr/rolex/rolex-oyster-perpetual--id16496401.htm?SETLANG=en_GB&SETCURR=EUR
3832,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36 Blue Explorer - 116000,"6,089 €",Unknown," Original box, original papers", Men''s watch/Unisex,"Japan, Tokyo",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-36-blue-explorer---116000--id7054552.htm?SETLANG=en_GB&SETCURR=EUR
3833,,,,Rolex Oyster Perpetual 36,,,,,,https://www.chrono24.fr/rolex/oyster-perpetual-stainless-steel-no-date-black-dial-36mm--id13056304.htm?SETLANG=en_GB&SETCURR=EUR
3834,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 116000 Oman Back Full Sticker,"6,800 €",2014," No original box, no original papers", Men''s watch/Unisex,"Italy, MI",https://www.chrono24.fr/rolex/rolex-rolex-oyster-perpetual-116000-oman-back-full-sticker--id16293886.htm?SETLANG=en_GB&SETCURR=EUR
3835,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual White Dial NEW 116000,"6,350 €",2020," Original box, original papers", Men''s watch/Unisex,"The Netherlands, Maastricht",https://www.chrono24.fr/rolex/oyster-perpetual-white-dial-new-116000--id16379051.htm?SETLANG=en_GB&SETCURR=EUR
3836,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual Stahl Red Grape Automatik 36mm Ref.116000 Box&amp;Beschreibung wie Neu,"5,959 €",Unknown," Original box, no original papers", Men''s watch/Unisex,"Germany, Stuttgart",https://www.chrono24.fr/rolex/oyster-perpetual-stahl-red-grape-automatik-36mm-ref116000-boxbeschreibung-wie-neu--id16583719.htm?SETLANG=en_GB&SETCURR=EUR
3837,Rolex,Oyster Perpetual 36,116000, Rolex オイスターパーペチュアル 116000,"3,989 €",2018," Original box, original papers", Men''s watch/Unisex,"Japan, Tokyo",https://www.chrono24.fr/rolex/---116000--id16452937.htm?SETLANG=en_GB&SETCURR=EUR
3838,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36 Logo Oman,"11,130 €",2014," Original box, original papers", Men''s watch/Unisex,"Italy, Brescia",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-36-logo-oman--id14300268.htm?SETLANG=en_GB&SETCURR=EUR
3839,Rolex,Oyster Perpetual 36,126000, Rolex NEW Rolex Oyster Perpetual Steel Red Dial Mens 36mm Watch Box/Paepers 126000,"8,329 €",2020," Original box, original papers", Men''s watch/Unisex,"United States of America, Florida, Boca Raton",https://www.chrono24.fr/rolex/new-rolex-oyster-perpetual-steel-red-dial-mens-36mm-watch-boxpaepers-126000--id16475110.htm?SETLANG=en_GB&SETCURR=EUR
3840,Rolex,Oyster Perpetual 36,116034, Rolex Oyster Perpetual 36 Stainless Steel 116034 - Just Serviced 24 Months Warranty - W007423,"5,750 €",2009," Original box, no original papers", Men''s watch/Unisex,"United Kingdom, Bishop''s Stortford",https://www.chrono24.fr/rolex/oyster-perpetual-36-stainless-steel-116034---just-serviced-24-months-warranty---w007423--id15964224.htm?SETLANG=en_GB&SETCURR=EUR
3841,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36 mm Purple Dial Stainless Steel Bracelet Men&#39;s Watch 116000PUSO -,"3,915 €",Unknown," Original papers, no original box", Men''s watch/Unisex,"Japan, Tokyo",https://www.chrono24.fr/rolex/rolex-rolex-oyster-perpetual-36-mm-purple-dial-stainless-steel-bracelet-mens-watch-116000puso----id14603138.htm?SETLANG=en_GB&SETCURR=EUR
3842,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36mm Stainless Steel No-Date Red Grape Dial,"6,926 €",Unknown," Original box, original papers",,"United States of America, New York, New York",https://www.chrono24.fr/rolex/oyster-perpetual-36mm-stainless-steel-no-date-red-grape-dial--id16533133.htm?SETLANG=en_GB&SETCURR=EUR
3843,Rolex,Oyster Perpetual 36,, Rolex Oyster Perpetual 36mm 126000 Green,"8,987 €",Unknown," Original box, original papers",,"United States of America, New York, Airmont",https://www.chrono24.fr/rolex/oyster-perpetual-36mm-126000-green--id16532024.htm?SETLANG=en_GB&SETCURR=EUR
3844,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual White Grape NEW 116000,"6,350 €",2020," Original box, original papers", Men''s watch/Unisex,"The Netherlands, Maastricht",https://www.chrono24.fr/rolex/oyster-perpetual-white-grape-new-116000--id16379045.htm?SETLANG=en_GB&SETCURR=EUR
3845,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual White Grape Stahl Automatik Armband Oyster 36mm Ref.116000 Vintage Bj.2015 Box&amp;Pap. LC 100 Full Set wie Neu,"5,885 €",2015," Original box, original papers", Men''s watch/Unisex,"Germany, Stuttgart",https://www.chrono24.fr/rolex/oyster-perpetual-white-grape-stahl-automatik-armband-oyster-36mm-ref116000-vintage-bj2015-boxpap-lc-100-full-set-wie-neu--id16469226.htm?SETLANG=en_GB&SETCURR=EUR
3846,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 116000 White Grape 36mm 2019 Full Set,"5,200 €",2019," Original box, original papers", Men''s watch/Unisex,"Greece, Athens",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-116000-white-grape-36mm-2019-full-set--id15951572.htm?SETLANG=en_GB&SETCURR=EUR
3847,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36mm Grape,"4,750 €",2014," Original box, original papers",,"The Netherlands, Amstelveen",https://www.chrono24.fr/rolex/oyster-perpetual-36mm-grape--id14442038.htm?SETLANG=en_GB&SETCURR=EUR
3848,Rolex,Oyster Perpetual 36,116000, Rolex NEW Rolex Oyster Perpetual Steel Black Dial Mens 36mm Watch 116000 Box /Papers,"5,217 €",2020," Original box, original papers", Men''s watch/Unisex,"United States of America, Florida, Boca Raton",https://www.chrono24.fr/rolex/new-rolex-oyster-perpetual-steel-black-dial-mens-36mm-watch-116000-box-papers--id16556772.htm?SETLANG=en_GB&SETCURR=EUR
3849,Rolex,Oyster Perpetual 36,116000, Rolex 116000 Oyster Perpetual Mixed Serial 36mm Pink Marker Watch B&amp;P,"4,559 €",Unknown," No original box, no original papers", Women''s watch,"United States of America, New York, Brooklyn",https://www.chrono24.fr/rolex/116000-oyster-perpetual-mixed-serial-36mm-pink-marker-watch-bp--id14872365.htm?SETLANG=en_GB&SETCURR=EUR
3850,Rolex,Oyster Perpetual 36,116000, Rolex Oyster Perpetual 36 mm White Grape Dial Stainless Steel Bracelet Automatic Men&#39;s Wat,"4,836 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"Japan, Tokyo",https://www.chrono24.fr/rolex/rolex-rolex-oyster-perpetual-36-mm-white-grape-dial-stainless-steel-bracelet-automatic-mens-wat--id15904824.htm?SETLANG=en_GB&SETCURR=EUR
3851,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39,"5,990 €",2020," Original box, original papers", Men''s watch/Unisex,"France, Bastia",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-39--id13584086.htm?SETLANG=en_GB&SETCURR=EUR
3852,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39,"7,000 €",Unknown," Original box, original papers", Men''s watch/Unisex,"France, Paris",https://www.chrono24.fr/rolex/oyster-perpetual-39--id16386836.htm?SETLANG=en_GB&SETCURR=EUR
3853,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39,,2019," Original box, original papers", Men''s watch/Unisex,"France, Cargese",https://www.chrono24.fr/rolex/oyster-perpetual-39--id16553350.htm?SETLANG=en_GB&SETCURR=EUR
3854,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39,"4,875 €",2015," Original box, original papers", Men''s watch/Unisex,"Belgium, Vorselaar",https://www.chrono24.fr/rolex/oyster-perpetual-39--id16262918.htm?SETLANG=en_GB&SETCURR=EUR
3855,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39mm blue dial circa 2018,"5,200 €",2018," Original box, no original papers", Men''s watch/Unisex,"Belgium, Wemmel",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-39mm-blue-dial-circa-2018--id15689616.htm?SETLANG=en_GB&SETCURR=EUR
3856,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual,"7,500 €",2019," Original box, original papers", Men''s watch/Unisex,"France, Paris",https://www.chrono24.fr/rolex/rolex-oyster-perpetual--id16538965.htm?SETLANG=en_GB&SETCURR=EUR
3857,,,,Rolex Oyster Perpetual 39,,,,,,https://www.chrono24.fr/rolex/oyster-perpetual-39-ref-114300--id14968065.htm?SETLANG=en_GB&SETCURR=EUR
3858,Rolex,Oyster Perpetual 39,111430 DRSO, Rolex Oyster Perpetual 114300 Drso Dark Rhodium Dial 39mm MINT,"5,786 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"United States of America, Florida, Boca Raton",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-114300-drso-dark-rhodium-dial-39mm-mint--id10129831.htm?SETLANG=en_GB&SETCURR=EUR
3859,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39,"6,900 €",2017," Original box, original papers", Men''s watch/Unisex,"Italy, Roma",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-39--id14406939.htm?SETLANG=en_GB&SETCURR=EUR
3860,Rolex,Oyster Perpetual 39,114300, Rolex Oyster perpetual,"8,300 €",2019," Original box, original papers", Men''s watch/Unisex,"The Netherlands, Beuningen",https://www.chrono24.fr/rolex/oyster-perpetual--id16514147.htm?SETLANG=en_GB&SETCURR=EUR
3861,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39mm White Dial 114300 Unworn 2020 DISCONTINUED,"9,421 €",2020," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-39mm-white-dial-114300-unworn-2020-discontinued--id14805091.htm?SETLANG=en_GB&SETCURR=EUR
3862,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual,"5,500 €",Unknown," Original box, no original papers", Men''s watch/Unisex,"Spain, Madrid",https://www.chrono24.fr/rolex/rolex-oyster-perpetual--id16207743.htm?SETLANG=en_GB&SETCURR=EUR
3863,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual Steel 39mm Red Grape Dial Ref: 114300 – Full Set 2019,"6,923 €",2019," Original box, original papers", Men''s watch/Unisex,"United Kingdom, London",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-steel-39mm-red-grape-dial-ref-114300--full-set-2019--id16549149.htm?SETLANG=en_GB&SETCURR=EUR
3864,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39 Red Grape,"7,190 €",2019," Original box, original papers", Men''s watch/Unisex,"Germany, Siegburg",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-39-red-grape--id16486298.htm?SETLANG=en_GB&SETCURR=EUR
3865,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39 REF. 114300 purple 2016 ITA Like new,"6,500 €",2016," Original box, original papers", Men''s watch/Unisex,"Italy, Rassina",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-39-ref-114300-purple-2016-ita-like-new--id16551974.htm?SETLANG=en_GB&SETCURR=EUR
3866,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39mm Rhodium Dial 114300 Unworn 2019,"7,014 €",2019," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-39mm-rhodium-dial-114300-unworn-2019--id15669835.htm?SETLANG=en_GB&SETCURR=EUR
3867,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39mm Automatic Steel Mens Watch 114300 Box Card,"5,953 €",2018," Original box, original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/oyster-perpetual-39mm-automatic-steel-mens-watch-114300-box-card--id16283267.htm?SETLANG=en_GB&SETCURR=EUR
3868,Rolex,Oyster Perpetual 39,114300, Rolex NEW - OP 39mm. Sought after black dial. 2019. Full Set,"7,364 €",2019," Original box, original papers", Men''s watch/Unisex,"United Kingdom, Hertfordshire",https://www.chrono24.fr/rolex/rolex-new---op-39mm-sought-after-black-dial-2019-full-set--id16509250.htm?SETLANG=en_GB&SETCURR=EUR
3869,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39,"7,950 €",2019," Original box, original papers", Men''s watch/Unisex,"The Netherlands, Breda",https://www.chrono24.fr/rolex/oyster-perpetual-39--id16356621.htm?SETLANG=en_GB&SETCURR=EUR
3870,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39mm Rhodium Dial 114300 Unworn 2020 DISCONTINUED,"7,010 €",2020," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-39mm-rhodium-dial-114300-unworn-2020-discontinued--id14805067.htm?SETLANG=en_GB&SETCURR=EUR
3871,Rolex,Oyster Perpetual 39,114300, Rolex OYSTER PERPETUAL 39MM IN ACCIAIO NOS REF. 114300,"7,150 €",2017," Original box, original papers",,"Italy, BRESCIA",https://www.chrono24.fr/rolex/oyster-perpetual-39mm-in-acciaio-nos-ref-114300--id16142579.htm?SETLANG=en_GB&SETCURR=EUR
3872,Rolex,Oyster Perpetual 39,114300, Rolex 114300 Oyster Perpetual Blue dial 2020,"5,402 €",2020," Original box, original papers", Men''s watch/Unisex,"Japan, 静岡県",https://www.chrono24.fr/rolex/rolex-rolex-114300-oyster-perpetual-blue-dial-2020--id16491887.htm?SETLANG=en_GB&SETCURR=EUR
3873,Rolex,Oyster Perpetual 39,3132 / Code: 6459," Rolex Oyster Perpetual 39 Dark Rhodium Dial Chronometer von 2019, Ref. 114300","6,290 €",Unknown," Original box, no original papers", Men''s watch/Unisex,"Germany, Hamburg",https://www.chrono24.fr/rolex/oyster-perpetual-39-dark-rhodium-dial-chronometer-von-2019-ref-114300--id16510239.htm?SETLANG=en_GB&SETCURR=EUR
3874,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39 Ref. 114300 Box und Papieren von 2017,"6,699 €",2017," Original box, original papers", Men''s watch/Unisex,"Germany, Hamburg",https://www.chrono24.fr/rolex/oyster-perpetual-39-ref-114300--box-und-papieren-von-2017--id15208235.htm?SETLANG=en_GB&SETCURR=EUR
3875,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39,"4,839 €",2019," Original box, original papers", Men''s watch/Unisex,"India, Pune",https://www.chrono24.fr/rolex/oyster-perpetual-39--id15178310.htm?SETLANG=en_GB&SETCURR=EUR
3876,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39 Rhodium Dial Steel Mens Watch 114300,"6,041 €",2013," Original box, no original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/oyster-perpetual-39-rhodium-dial-steel-mens-watch-114300--id16390248.htm?SETLANG=en_GB&SETCURR=EUR
3877,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual,"6,150 €",2019," Original box, original papers", Men''s watch/Unisex,"Germany, Bonn",https://www.chrono24.fr/rolex/rolex-oyster-perpetual--id16534883.htm?SETLANG=en_GB&SETCURR=EUR
3878,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39 Black Dial 2019,"5,392 €",2019," Original box, original papers", Men''s watch/Unisex,"United States of America, Texas, San Antonio",https://www.chrono24.fr/rolex/oyster-perpetual-39-black-dial-2019--id16528298.htm?SETLANG=en_GB&SETCURR=EUR
3879,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39mm Grape Dial 114300 Unworn 2019 DISCONTINUED,"7,430 €",2019," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-39mm-grape-dial-114300-unworn-2019-discontinued--id14805071.htm?SETLANG=en_GB&SETCURR=EUR
3880,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39,"6,576 €",2019," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, Sayville",https://www.chrono24.fr/rolex/oyster-perpetual-39--id15869587.htm?SETLANG=en_GB&SETCURR=EUR
3881,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39,"6,749 €",2018," Original box, original papers", Men''s watch/Unisex,"Australia, Melbourne",https://www.chrono24.fr/rolex/oyster-perpetual-39--id16583149.htm?SETLANG=en_GB&SETCURR=EUR
3882,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual,"5,990 €",2017," Original box, original papers", Men''s watch/Unisex,United Kingdom,https://www.chrono24.fr/rolex/rolex-oyster-perpetual--id11203394.htm?SETLANG=en_GB&SETCURR=EUR
3883,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39 NEW ALL STICKERS,"7,165 €",2020," Original box, original papers", Men''s watch/Unisex,"Poland, Warszawa",https://www.chrono24.fr/rolex/rolex-oyster-perpetual-39-new-all-stickers--id16469465.htm?SETLANG=en_GB&SETCURR=EUR
3884,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 114300 Watch with Stainless Steel Bracelet and Stainless Steel Bezel,"5,655 €",2010," Original box, no original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/oyster-perpetual-114300-watch-with-stainless-steel-bracelet-and-stainless-steel-bezel--id16145664.htm?SETLANG=en_GB&SETCURR=EUR
3885,Rolex,Oyster Perpetual 39,114300, Rolex Oyster Perpetual 39 Red Grape Dial Steel Mens Watch 114300,"5,953 €",2015," Original box, no original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/oyster-perpetual-39-red-grape-dial-steel-mens-watch-114300--id16462211.htm?SETLANG=en_GB&SETCURR=EUR
